CODE,SOT,year,Site,Zone,Tree #,Aspect,Height,CODE,Stem length,Tray mass (g),SOT+0 (m/g),SOT+1 (m/g),SOT+2 (m/g),SOT+3 (m/g),SOT+4 (m/g),SOT+5 (m/g),Dry weight,Fresh wgt,Dry wgt,H2O content,Total needles,MEAN (cm),SA/leaf (cm2),SA total (cm2),SA total (m2),1,2,3,4,5,gmin
T13 W5 LC,2014-03-08,2014,T13,W,5,L,C,T13 W5 LC,NA,1.7439,2.805,2.643,2.606,2.573,2.545,2.516,2.1198,1.0611,0.3759,182.2825219,77,1.34,4.5024804,346.6909908,0.034669099,2.59208E-06,5.92017E-07,5.28015E-07,4.48013E-07,4.64014E-07,6.7042E-07
T13 W5 LS,2014-03-08,2014,T13,W,5,L,S,T13 W5 LS,NA,1.8784,2.394,2.379,2.369,2.359,2.351,2.343,2.1262,0.5156,0.2478,108.071025,60,1.175,3.9480705,236.88423,0.023688423,3.51261E-07,2.34174E-07,2.34174E-07,1.87339E-07,1.87339E-07,2.76326E-07
T13 W5 WA,2014-03-08,2014,T13,W,5,W,A,T13 W5 WA,NA,1.9661,2.231,2.201,2.173,2.152,2.14,2.106,2.0951,0.2649,0.129,105.3488372,58,0.7825,2.62924695,152.4963231,0.015249632,1.09128E-06,1.01853E-06,7.63898E-07,4.36513E-07,1.23679E-06,7.49347E-07
T13 W5 WC,2014-03-08,2014,T13,W,5,W,C,T13 W5 WC,NA,1.9054,2.013,2.008,2.003,2,1.996,1.994,1.9482,0.1076,0.0428,151.4018692,25,1.035,3.4776621,86.9415525,0.008694155,3.1902E-07,3.1902E-07,1.91412E-07,2.55216E-07,1.27608E-07,4.01965E-07
T13 W5 WS,2014-03-08,2014,T13,W,5,W,S,T13 W5 WS,NA,1.8736,3.195,3.02,2.859,2.758,2.706,2.686,2.535,1.3214,0.6614,99.78832779,98,1.175,3.9480705,386.910909,0.038691091,2.50901E-06,2.30829E-06,1.44806E-06,7.45534E-07,2.86744E-07,3.56566E-06
TIS L1 LA,2014-09-24,2014,TIS,L,1,L,A,TIS L1 LA,NA,2.056,2.2439,2.2268,2.2195,2.2107,2.2012,2.1941,2.1425,0.1879,0.0865,117.2254335,28,0.63,2.1168378,59.2714584,0.005927146,2.03235E-06,9.08533E-07,1.10793E-06,1.1508E-06,9.02039E-07,1.00914E-06
TIS L1 LC,2014-09-24,2014,TIS,L,1,L,C,TIS L1 LC,NA,2.0847,2.8288,2.7887,2.7695,2.7443,2.7175,2.6888,2.4407,0.7441,0.356,109.0168539,76,0.79,2.6544474,201.7380024,0.0201738,1.40025E-06,7.02064E-07,9.32153E-07,9.53824E-07,1.07129E-06,5.19562E-07
TIS L1 LS,2014-09-24,2014,TIS,L,1,L,S,TIS L1 LS,NA,2.0649,2.916,2.8549,2.8172,2.7753,2.754,2.7319,2.4747,0.8511,0.4098,107.6866764,87,1.035,3.4776621,302.5566027,0.03025566,1.4226E-06,9.19175E-07,1.03343E-06,5.05469E-07,5.50045E-07,1.3244E-06
TIS L1 WA,2014-09-24,2014,TIS,L,1,W,A,TIS L1 WA,NA,2.0683,2.7998,2.713,2.6627,2.6054,2.5676,2.5343,2.3662,0.7315,0.2979,145.5521987,81,0.88,2.9568528,239.5050768,0.023950508,2.55302E-06,1.54923E-06,1.78531E-06,1.13318E-06,1.04699E-06,2.13428E-06
TIS L1 WC,2014-09-24,2014,TIS,L,1,W,C,TIS L1 WC,NA,2.0657,2.7476,2.6701,2.6224,2.5683,2.5298,2.4814,2.3739,0.6819,0.3082,121.2524335,72,1.05,3.528063,254.020536,0.025402054,2.14922E-06,1.3852E-06,1.58929E-06,1.08821E-06,1.43479E-06,1.49768E-06
TIS L1 WS,2014-09-24,2014,TIS,L,1,W,S,TIS L1 WS,NA,2.1454,2.8513,2.6978,2.6174,2.5583,2.5368,2.5246,2.4866,0.7059,0.3412,106.887456,60,1.225,4.1160735,246.96441,0.024696441,4.37847E-06,2.40151E-06,1.78578E-06,6.25065E-07,3.71996E-07,3.83333E-06
TIS L2 LA,2014-09-24,2014,TIS,L,2,L,A,TIS L2 LA,NA,2.0424,2.2234,2.2022,2.1945,2.1837,2.176,2.1683,2.1475,0.181,0.1051,72.21693625,33,0.705,2.3688423,78.1717959,0.00781718,1.91044E-06,7.26614E-07,1.03097E-06,7.07232E-07,7.41742E-07,8.99067E-07
TIS L2 LC,2014-09-24,2014,TIS,L,2,L,C,TIS L2 LC,NA,2.015,4.0307,3.844,3.8005,3.7498,3.7199,3.6846,2.9486,2.0157,0.9336,115.9061697,119,0.93,3.1248558,371.8578402,0.037185784,3.53685E-06,8.6293E-07,1.01743E-06,5.77318E-07,7.14842E-07,1.10266E-06
TIS L2 LS,2014-09-24,2014,TIS,L,2,L,S,TIS L2 LS,NA,2.0501,3.1842,3.1073,3.0695,3.03,3.0026,2.9695,2.5731,1.1341,0.523,116.8451243,118,0.885,2.9736531,350.8910658,0.035089107,1.54384E-06,7.94663E-07,8.40039E-07,5.6066E-07,7.10343E-07,9.12744E-07
TIS L2 WA,2014-09-24,2014,TIS,L,2,W,A,TIS L2 WA,NA,2.0828,3.2288,3.1041,3.0358,2.9643,2.9198,2.8725,2.579,1.146,0.4962,130.95526,101,1.11,3.7296666,376.6963266,0.037669633,2.33197E-06,1.3375E-06,1.41641E-06,8.48184E-07,9.45545E-07,1.74734E-06
TIS L2 WC,2014-09-24,2014,TIS,L,2,W,C,TIS L2 WC,NA,2.0864,2.934,2.834,2.781,2.7349,2.704,2.669,2.4558,0.8476,0.3694,129.4531673,89,0.99,3.3264594,296.0548866,0.029605489,2.37945E-06,1.32059E-06,1.16199E-06,7.49389E-07,8.90242E-07,1.62683E-06
TIS L2 WS,2014-09-24,2014,TIS,L,2,W,S,TIS L2 WS,NA,2.0655,5.236,5.0308,4.9099,4.8085,4.7582,4.7149,4.6049,3.1705,2.5394,24.85232732,109,0.985,3.3096591,360.7528419,0.036075284,4.00697E-06,2.47218E-06,2.0975E-06,1.0011E-06,9.03838E-07,3.64915E-06
TIS L3 LA,2014-09-24,2014,TIS,L,3,L,A,TIS L3 LA,NA,2.0041,3.1176,3.0458,3.0105,2.9739,2.9479,2.919,2.5275,1.1135,0.5234,112.7435995,89,0.995,3.3432597,297.5501133,0.029755011,1.69986E-06,8.75141E-07,9.179E-07,6.27385E-07,7.31392E-07,1.04057E-06
TIS L3 LC,2014-09-24,2014,TIS,L,3,L,C,TIS L3 LC,NA,2.0537,2.7599,2.7147,2.6922,2.6709,2.6536,2.6329,2.3934,0.7062,0.3397,107.8893141,40,0.98,3.2928588,131.714352,0.013171435,2.41743E-06,1.26012E-06,1.20676E-06,9.43049E-07,1.18345E-06,1.32115E-06
TIS L3 LS,2014-09-24,2014,TIS,L,3,L,S,TIS L3 LS,NA,2.0453,2.449,2.415,2.4003,2.3859,2.378,2.3675,2.2333,0.4037,0.188,114.7340426,46,0.825,2.7720495,127.514277,0.012751428,1.87832E-06,8.50397E-07,8.4271E-07,4.44825E-07,6.20073E-07,1.0706E-06
TIS L3 WA,2014-09-24,2014,TIS,L,3,W,A,TIS L3 WA,NA,2.0783,2.6027,2.5028,2.4543,2.4179,2.3992,2.3906,2.3231,0.5244,0.2448,114.2156863,55,0.91,3.0576546,168.171003,0.0168171,4.18469E-06,2.12742E-06,1.61519E-06,7.98384E-07,3.85088E-07,3.34686E-06
TIS L3 WC,2014-09-24,2014,TIS,L,3,W,C,TIS L3 WC,NA,2.0698,2.7941,2.683,2.6261,2.5686,2.5335,2.5025,2.39,0.7243,0.3202,126.2023735,57,0.935,3.1416561,179.0743977,0.01790744,4.37048E-06,2.34392E-06,2.39612E-06,1.40733E-06,1.30359E-06,3.30116E-06
TIS L3 WS,2014-09-24,2014,TIS,L,3,W,S,TIS L3 WS,NA,2.0637,2.4374,2.3907,2.3716,2.3535,2.34,2.3265,2.2428,0.3737,0.1791,108.654383,42,0.87,2.9232522,122.7765924,0.012277659,2.67948E-06,1.14758E-06,1.10011E-06,7.89477E-07,8.28E-07,1.41057E-06
TIS L4 LA,2014-09-24,2014,TIS,L,4,L,A,TIS L4 LA,NA,2.0615,2.6056,2.5384,2.4952,2.4489,2.4192,2.392,2.3203,0.5441,0.2588,110.2395672,72,0.935,3.1416561,226.1992392,0.022619924,2.0928E-06,1.40882E-06,1.52744E-06,9.42728E-07,9.05504E-07,1.92926E-06
TIS L4 LC,2014-09-24,2014,TIS,L,4,L,C,TIS L4 LC,NA,2.1547,2.7432,2.7179,2.704,2.69,2.6814,2.672,2.4325,0.5885,0.2778,111.8430526,56,0.81,2.7216486,152.4123216,0.015241232,1.16936E-06,6.72757E-07,6.8546E-07,4.05135E-07,4.6443E-07,8.73803E-07
TIS L4 LS,2014-09-24,2014,TIS,L,4,L,S,TIS L4 LS,NA,2.057,3.0219,2.9095,2.8603,2.812,2.7845,2.7545,2.469,0.9649,0.412,134.1990291,95,1.01,3.3936606,322.397757,0.032239776,2.45597E-06,1.12574E-06,1.11797E-06,6.12438E-07,7.00715E-07,1.51242E-06
TIS L4 WA,2014-09-24,2014,TIS,L,4,W,A,TIS L4 WA,NA,2.0511,2.4278,2.3721,2.3418,2.3125,2.295,2.2795,2.2245,0.3767,0.1734,117.2433679,40,1.025,3.4440615,137.76246,0.013776246,2.84822E-06,1.62246E-06,1.58713E-06,9.1207E-07,8.47253E-07,2.29247E-06
TIS L4 WC,2014-09-24,2014,TIS,L,4,W,C,TIS L4 WC,NA,2.0867,2.8594,2.7726,2.7306,2.6877,2.6604,2.6304,2.4328,0.7727,0.3461,123.2591736,71,0.93,3.1248558,221.8647618,0.022186476,2.75601E-06,1.39645E-06,1.44292E-06,8.83478E-07,1.01823E-06,1.7782E-06
TIS L4 WS,2014-09-24,2014,TIS,L,4,W,S,TIS L4 WS,NA,2.0406,2.67,2.6261,2.6113,2.5935,2.5815,2.5672,2.3263,0.6294,0.2857,120.3010151,63,1.045,3.5112627,221.2095501,0.022120955,1.39801E-06,4.93539E-07,6.00469E-07,3.89492E-07,4.86793E-07,5.73498E-07
TIS L5 LA,2014-09-24,2014,TIS,L,5,L,A,TIS L5 LA,NA,2.1059,2.2307,2.2073,2.1961,2.1886,2.1806,2.1799,2.1744,0.1248,0.0685,82.18978102,15,0.933333333,3.136056,47.04084,0.004704084,3.5042E-06,1.75633E-06,1.18976E-06,1.22106E-06,1.12056E-07,2.78534E-06
TIS L5 LC,2014-09-24,2014,TIS,L,5,L,C,TIS L5 LC,NA,2.0533,2.6241,2.5488,2.5119,2.4801,2.4605,2.4409,2.3264,0.5708,0.2731,109.0076895,32,1.02,3.4272612,109.6723584,0.010967236,4.83667E-06,2.48195E-06,2.16374E-06,1.28316E-06,1.34577E-06,3.31984E-06
TIS L5 LS,2014-09-24,2014,TIS,L,5,L,S,TIS L5 LS,NA,2.0836,2.5464,2.4918,2.4653,2.4339,2.416,2.3927,2.3031,0.4628,0.2195,110.8428246,89,0.86,2.8896516,257.1789924,0.025717899,1.49557E-06,7.60105E-07,9.11105E-07,4.99734E-07,6.82233E-07,9.3904E-07
TIS L5 WA,2014-09-24,2014,TIS,L,5,W,A,TIS L5 WA,NA,2.1003,2.3748,2.2824,2.2609,2.2499,2.2447,2.2438,2.2294,0.2745,0.1291,112.6258714,25,1.19,3.9984714,99.961785,0.009996179,6.51158E-06,1.5866E-06,8.2117E-07,3.735E-07,6.77986E-08,2.46369E-06
TIS L5 WC,2014-09-24,2014,TIS,L,5,W,C,TIS L5 WC,NA,2.0971,2.7388,2.6288,2.5779,2.532,2.5072,2.4841,2.3882,0.6417,0.2911,120.4397114,55,1.175,3.9480705,217.1438775,0.021714388,3.56857E-06,1.72915E-06,1.57739E-06,8.20022E-07,8.01082E-07,2.47147E-06
TIS L5 WS,2014-09-24,2014,TIS,L,5,W,S,TIS L5 WS,NA,2.0513,2.2985,2.285,2.2773,2.2706,2.2648,2.2623,2.217,0.2472,0.1657,49.18527459,37,1.085,3.6456651,134.8896087,0.013488961,7.05024E-07,4.21091E-07,3.70656E-07,3.08724E-07,1.39564E-07,6.27287E-07
TIS W1 LA,2014-09-24,2014,TIS,W,1,L,A,TIS W1 LA,NA,2.0392,2.4061,2.3131,2.2841,2.2701,2.2599,2.2554,2.2138,0.3669,0.1746,110.137457,37,0.995,3.3432597,123.7006089,0.012370061,5.29614E-06,1.72938E-06,8.4456E-07,5.92038E-07,2.73938E-07,2.47657E-06
TIS W1 LC,2014-09-24,2014,TIS,W,1,L,C,TIS W1 LC,NA,2.0764,2.4736,2.4149,2.3839,2.347,2.3282,2.315,2.2636,0.3972,0.1872,112.1794872,32,0.95,3.192057,102.145824,0.010214582,4.04824E-06,2.23874E-06,2.69575E-06,1.32147E-06,9.73118E-07,3.61718E-06
TIS W1 LS,2014-09-24,2014,TIS,W,1,L,S,TIS W1 LS,NA,2.1174,2.6831,2.6216,2.5748,2.5234,2.498,2.4811,2.3901,0.5657,0.2727,107.4440777,66,1.075,3.6120645,238.396257,0.023839626,1.81729E-06,1.44814E-06,1.60893E-06,7.6499E-07,5.33826E-07,2.34438E-06
TIS W1 WA,2014-09-24,2014,TIS,W,1,W,A,TIS W1 WA,NA,2.0617,2.2357,2.1423,2.1399,2.1395,2.1386,2.1375,2.1357,0.174,0.074,135.1351351,52,0.76,2.5536456,132.7895712,0.013278957,4.95486E-06,1.33325E-07,2.24787E-08,4.86631E-08,6.23794E-08,1.32039E-07
TIS W1 WC,2014-09-24,2014,TIS,W,1,W,C,TIS W1 WC,NA,2.5016,2.8957,2.7831,2.7415,2.7217,2.714,2.7093,2.6875,0.3941,0.1859,111.9956966,56,0.92,3.0912552,173.1102912,0.017311029,4.5821E-06,1.77269E-06,8.53526E-07,3.19366E-07,2.0445E-07,2.62112E-06
TIS W1 WS,2014-09-24,2014,TIS,W,1,W,S,TIS W1 WS,NA,2.0748,2.6403,2.4577,2.4127,2.3891,2.3749,2.3622,2.334,0.5655,0.2592,118.1712963,67,0.88,2.9568528,198.1091376,0.019810914,6.49299E-06,1.6756E-06,8.88959E-07,5.14642E-07,4.82738E-07,2.27401E-06
TIS W2 LA,2014-09-24,2014,TIS,W,2,L,A,TIS W2 LA,NA,2.0225,2.3857,2.3069,2.2709,2.2512,2.2453,2.2372,2.1939,0.3632,0.1714,111.9019837,35,1.04,3.4944624,122.306184,0.012230618,4.53865E-06,2.17129E-06,1.20197E-06,3.46358E-07,4.98711E-07,3.11025E-06
TIS W2 LC,2014-09-24,2014,TIS,W,2,L,C,TIS W2 LC,NA,2.0602,2.4868,2.4176,2.3922,2.3739,2.366,2.3572,2.2459,0.4266,0.1857,129.7253635,54,0.825,2.7720495,149.690673,0.014969067,3.25657E-06,1.25171E-06,9.12286E-07,3.78925E-07,4.42691E-07,1.78254E-06
TIS W2 LS,2014-09-24,2014,TIS,W,2,L,S,TIS W2 LS,NA,2.4969,2.9243,2.897,2.8855,2.8737,2.8635,2.8523,2.7074,0.4274,0.2105,103.04038,31,0.765,2.5704459,79.6838229,0.007968382,2.41347E-06,1.06461E-06,1.10506E-06,9.19076E-07,1.05843E-06,1.10838E-06
TIS W2 WA,2014-09-24,2014,TIS,W,2,W,A,TIS W2 WA,NA,2.5206,2.9586,2.8732,2.8354,2.8089,2.7959,2.7847,2.7248,0.438,0.2042,114.4955926,49,1.095,3.6792657,180.2840193,0.018028402,3.33695E-06,1.54667E-06,1.09689E-06,5.17735E-07,4.67814E-07,2.24278E-06
TIS W2 WC,2014-09-24,2014,TIS,W,2,W,C,TIS W2 WC,NA,2.0316,2.5684,2.5064,2.4826,2.4569,2.444,2.4308,2.2746,0.5368,0.243,120.9053498,72,0.84,2.8224504,203.2164288,0.020321643,2.14922E-06,8.63936E-07,9.43732E-07,4.55777E-07,4.89134E-07,1.25247E-06
TIS W2 WS,2014-09-24,2014,TIS,W,2,W,S,TIS W2 WS,NA,2.5129,2.8395,2.8031,2.7897,2.7727,2.7642,2.7548,2.6663,0.3266,0.1534,112.9074316,40,0.92,3.0912552,123.650208,0.012365021,2.07374E-06,7.99417E-07,1.02596E-06,4.93566E-07,5.7246E-07,1.14749E-06
TIS W3 LA,2014-09-24,2014,TIS,W,3,L,A,TIS W3 LA,NA,2.0132,2.4397,2.3315,2.2457,2.2299,2.2282,2.2277,2.217,0.4265,0.2038,109.2737978,56,0.93,3.1248558,174.9919248,0.017499192,4.3557E-06,3.61687E-06,6.73773E-07,6.97513E-08,2.15161E-08,5.082E-06
TIS W3 LC,2014-09-24,2014,TIS,W,3,L,C,TIS W3 LC,NA,2.1267,2.4451,2.4035,2.3675,2.3379,2.325,2.3127,2.2723,0.3184,0.1456,118.6813187,29,0.885,2.9736531,86.2359399,0.008623594,3.39824E-06,3.07948E-06,2.5614E-06,1.07405E-06,1.07406E-06,4.57351E-06
TIS W3 LS,2014-09-24,2014,TIS,W,3,L,S,TIS W3 LS,NA,2.49,3.0124,2.9592,2.919,2.8653,2.839,2.8247,2.7506,0.5224,0.2606,100.4604758,64,0.95,3.192057,204.291648,0.020429165,1.83447E-06,1.45157E-06,1.96154E-06,9.24329E-07,5.27106E-07,2.54985E-06
TIS W3 WA,2014-09-24,2014,TIS,W,3,W,A,TIS W3 WA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TIS W3 WC,2014-09-24,2014,TIS,W,3,W,C,TIS W3 WC,NA,2.5451,3.145,2.9857,2.8882,2.8541,2.8426,2.8414,2.8181,0.5999,0.273,119.7435897,70,0.77,2.5872462,181.107234,0.018110723,6.19625E-06,3.97129E-06,1.40505E-06,4.55914E-07,4.98951E-08,5.92021E-06
TIS W3 WS,2014-09-24,2014,TIS,W,3,W,S,TIS W3 WS,NA,2.4991,2.8024,2.7701,2.7525,2.7299,2.7207,2.7108,2.6439,0.3033,0.1448,109.461326,44,0.525,1.7640315,77.617386,0.007761739,2.93152E-06,1.6727E-06,2.17282E-06,8.5104E-07,9.60481E-07,2.62471E-06
TIS W4 LA,2014-09-24,2014,TIS,W,4,L,A,TIS W4 LA,NA,2.0402,2.5611,2.3702,2.3337,2.3135,2.3069,2.3047,2.2888,0.5209,0.2486,109.533387,39,0.925,3.1080555,121.2141645,0.012121416,1.10943E-05,2.22128E-06,1.24358E-06,3.90942E-07,1.36673E-07,3.48537E-06
TIS W4 LC,2014-09-24,2014,TIS,W,4,L,C,TIS W4 LC,NA,2.52,3.0147,2.9208,2.8837,2.8355,2.8065,2.7905,2.7112,0.4947,0.1912,158.7343096,39,0.95,3.192057,124.490223,0.012449022,5.31348E-06,2.19838E-06,2.88926E-06,1.67257E-06,9.67826E-07,3.64993E-06
TIS W4 LS,2014-09-24,2014,TIS,W,4,L,S,TIS W4 LS,NA,2.0233,2.5196,2.4255,2.3999,2.3683,2.3525,2.3363,2.2569,0.4963,0.2336,112.4571918,37,0.98,3.2928588,121.8357756,0.012183578,5.44081E-06,1.54999E-06,1.93547E-06,9.31115E-07,1.00127E-06,2.28214E-06
TIS W4 WA,2014-09-24,2014,TIS,W,4,W,A,TIS W4 WA,NA,2.0563,2.3302,2.2345,2.2035,2.1825,2.174,2.1701,2.1576,0.2739,0.1013,170.3849951,44,0.77,2.5872462,113.8388328,0.011383883,5.92202E-06,2.00879E-06,1.37659E-06,5.36105E-07,2.5798E-07,3.17738E-06
TIS W4 WC,2014-09-24,2014,TIS,W,4,W,C,TIS W4 WC,NA,2.1014,2.6723,2.5012,2.4667,2.4364,2.4221,2.4094,2.3292,0.5709,0.2278,150.6145742,35,1.145,3.8472687,134.6544045,0.01346544,8.95114E-06,1.89E-06,1.67918E-06,7.62494E-07,7.10224E-07,2.82008E-06
TIS W4 WS,2014-09-24,2014,TIS,W,4,W,S,TIS W4 WS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TIS W5 LA,2014-09-24,2014,TIS,W,5,L,A,TIS W5 LA,NA,2.0325,2.1997,2.1709,2.1491,2.1322,2.1253,2.1206,2.1091,0.1672,0.0766,118.2767624,24,0.88,2.9568528,70.9644672,0.007096447,2.85891E-06,2.2661E-06,1.77713E-06,6.98119E-07,4.98734E-07,3.54341E-06
TIS W5 LC,2014-09-24,2014,TIS,W,5,L,C,TIS W5 LC,NA,2.0299,2.6654,2.6129,2.5893,2.5683,2.5558,2.5409,2.3332,0.6355,0.3033,109.5285196,47,0.84,2.8224504,132.6551688,0.013265517,2.78794E-06,1.31235E-06,1.18133E-06,6.76561E-07,8.45813E-07,1.67055E-06
TIS W5 LS,2014-09-24,2014,TIS,W,5,L,S,TIS W5 LS,NA,2.008,2.8662,2.7763,2.703,2.6572,2.6268,2.6001,2.4039,0.8582,0.3959,116.7719121,84,1.09,3.6624654,307.6470936,0.030764709,2.05852E-06,1.75758E-06,1.11093E-06,7.09483E-07,6.53538E-07,2.35763E-06
TIS W5 WA,2014-09-24,2014,TIS,W,5,W,A,TIS W5 WA,NA,2.055,2.2759,2.238,2.222,2.203,2.193,2.1836,2.1529,0.2209,0.0979,125.6384065,55,0.58,1.9488348,107.185914,0.010718591,2.49086E-06,1.10115E-06,1.32279E-06,6.69859E-07,6.60393E-07,1.62986E-06
TIS W5 WC,2014-09-24,2014,TIS,W,5,W,C,TIS W5 WC,NA,2.5044,3.2238,3.0835,3.0149,2.9715,2.9442,2.9233,2.7995,0.7194,0.2951,143.7817689,77,0.82,2.7552492,212.1541884,0.021215419,4.65859E-06,2.38526E-06,1.52656E-06,9.23916E-07,7.41835E-07,3.33091E-06
TIS W5 WS,2014-09-24,2014,TIS,W,5,W,S,TIS W5 WS,NA,2.6105,2.9561,2.9279,2.9054,2.8887,2.8791,2.8714,2.7346,0.3456,0.1241,178.4850927,54,0.745,2.5032447,135.1752138,0.013517521,1.46961E-06,1.22786E-06,9.21921E-07,5.09912E-07,4.28949E-07,1.75522E-06
WSU F1 LA,2014-03-08,2014,WSU,F,1,L,A,WSU F1 LA,NA,1.9486,2.362,2.345,2.338,2.33,2.326,2.32,2.1334,0.4134,0.1848,123.7012987,39,1.075,3.6120645,140.8705155,0.014087052,6.69428E-07,2.75647E-07,3.15025E-07,1.57513E-07,2.36269E-07,3.4259E-07
WSU F1 LC,2014-03-08,2014,WSU,F,1,L,C,WSU F1 LC,NA,1.8056,2.336,2.32,2.307,2.296,2.287,2.278,2.0449,0.5304,0.2393,121.6464689,54,0.985,3.3096591,178.7215914,0.017872159,4.96613E-07,4.03498E-07,3.41422E-07,2.79345E-07,2.79345E-07,4.7799E-07
WSU F1 LS,2014-03-08,2014,WSU,F,1,L,S,WSU F1 LS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WSU F1 WA,2014-03-08,2014,WSU,F,1,W,A,WSU F1 WA,NA,1.8969,2.111,2.108,2.104,2.099,2.095,2.092,1.9948,0.2141,0.0979,118.6925434,25,0.94,3.1584564,78.96141,0.007896141,2.10757E-07,2.81009E-07,3.51261E-07,2.81009E-07,2.10757E-07,3.79362E-07
WSU F1 WC,2014-03-08,2014,WSU,F,1,W,C,WSU F1 WC,NA,1.8973,2.159,2.151,2.146,2.14,2.137,2.134,2.0171,0.2617,0.1198,118.4474124,32,0.8985,3.01901391,96.60844512,0.009660845,4.59357E-07,2.87098E-07,3.44518E-07,1.72259E-07,1.72259E-07,4.24905E-07
WSU F1 WS,2014-03-08,2014,WSU,F,1,W,S,WSU F1 WS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WSU F2 LA,2014-03-08,2014,WSU,F,2,L,A,WSU F2 LA,NA,1.901,2.391,2.356,2.335,2.316,2.3,2.284,2.0452,0.49,0.1442,239.8058252,72,1.2075,4.05727245,292.1236164,0.029212362,6.64625E-07,3.98775E-07,3.60796E-07,3.03829E-07,3.03829E-07,4.6144E-07
WSU F2 LC,2014-03-08,2014,WSU,F,2,L,C,WSU F2 LC,NA,1.745,2.017,2.006,1.996,1.987,1.98,1.974,1.8717,0.272,0.1267,114.6803473,38,0.7,2.352042,89.377596,0.00893776,6.82715E-07,6.2065E-07,5.58585E-07,4.34455E-07,3.7239E-07,8.00638E-07
WSU F2 LS,2014-03-08,2014,WSU,F,2,L,S,WSU F2 LS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WSU F2 WA,2014-03-08,2014,WSU,F,2,W,A,WSU F2 WA,NA,1.819,2.566,2.514,2.494,2.477,2.464,2.449,2.1296,0.747,0.3106,140.5022537,84,1.09,3.6624654,307.6470936,0.030764709,9.37618E-07,3.60622E-07,3.06529E-07,2.34404E-07,2.70467E-07,4.12912E-07
WSU F2 WC,2014-03-08,2014,WSU,F,2,W,C,WSU F2 WC,NA,1.9315,2.298,2.283,2.273,2.262,2.255,2.246,2.1116,0.3665,0.1801,103.4980566,43,0.975,3.2760585,140.8705155,0.014087052,5.90672E-07,3.93781E-07,4.33159E-07,2.75647E-07,3.54403E-07,4.60724E-07
WSU F2 WS,2014-03-08,2014,WSU,F,2,W,S,WSU F2 WS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WSU F3 LA,2014-03-08,2014,WSU,F,3,L,A,WSU F3 LA,NA,1.8534,2.215,2.199,2.193,2.189,2.185,2.181,2.0137,0.3616,0.1603,125.577043,45,0.865,2.9064519,130.7903355,0.013079034,6.78609E-07,2.54478E-07,1.69652E-07,1.69652E-07,1.69652E-07,2.79926E-07
WSU F3 LC,2014-03-08,2014,WSU,F,3,L,C,WSU F3 LC,NA,1.8687,2.078,2.066,2.062,2.054,2.05,2.046,1.9679,0.2093,0.0992,110.9879032,23,0.825,2.7720495,63.7571385,0.006375714,1.04407E-06,3.48022E-07,6.96044E-07,3.48022E-07,3.48022E-07,5.56835E-07
WSU F3 LS,2014-03-08,2014,WSU,F,3,L,S,WSU F3 LS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WSU F3 WA,2014-03-08,2014,WSU,F,3,W,A,WSU F3 WA,NA,1.889,1.976,1.966,1.959,1.953,1.947,1.942,1.9083,0.087,0.0193,350.7772021,29,0.7625,2.56204575,74.29932675,0.007429933,7.46604E-07,5.22623E-07,4.47962E-07,4.47962E-07,3.73302E-07,6.04749E-07
WSU F3 WC,2014-03-08,2014,WSU,F,3,W,C,WSU F3 WC,NA,1.9154,2.154,2.149,2.145,2.142,2.139,2.137,2.0262,0.2386,0.1108,115.3429603,24,0.91,3.0576546,73.3837104,0.007338371,3.7796E-07,3.02368E-07,2.26776E-07,2.26776E-07,1.51184E-07,3.85519E-07
WSU F3 WS,2014-03-08,2014,WSU,F,3,W,S,WSU F3 WS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WSU F4 LA,2014-03-08,2014,WSU,F,4,L,A,WSU F4 LA,NA,1.7872,2.287,2.275,2.266,2.261,2.254,2.248,2.0172,0.4998,0.23,117.3043478,48,1.065,3.5784639,171.7662672,0.017176627,3.87542E-07,2.90656E-07,1.61476E-07,2.26066E-07,1.93771E-07,2.97115E-07
WSU F4 LC,2014-03-08,2014,WSU,F,4,L,C,WSU F4 LC,NA,1.907,2.21,2.194,2.186,2.178,2.172,2.166,2.0514,0.303,0.1444,109.833795,51,0.6175,2.07483705,105.8166896,0.010581669,8.38766E-07,4.19383E-07,4.19383E-07,3.14537E-07,3.14537E-07,5.13744E-07
