site,year,date,time,sample,weight,depth,density,swe,htc
Roberge Crest,2022,20220304,1155,26,40,8,139.9732349,11.19785879,0.720024614
Roberge Crest,2022,20220304,1155,27,40,4,279.9464699,11.19785879,5.76019691
Roberge Crest,2022,20220304,1155,28,50,6,233.2887249,13.99732349,2.666757829
Roberge Crest,2022,20220304,1155,29,20,8,69.98661747,5.598929397,0.180006153
Roberge Crest,2022,20220304,1155,30,50,8,174.9665437,13.99732349,1.125038459
Roberge Crest,2022,20220304,1155,31,40,8,139.9732349,11.19785879,0.720024614
Roberge Crest,2022,20220304,1155,32,40,8,139.9732349,11.19785879,0.720024614
Roberge Crest,2022,20220304,1155,33,40,6,186.6309799,11.19785879,1.70672501
Roberge Island,2022,20220304,1238,1,1575,148,297.9160068,440.91569,0.176308517
Roberge Island,2022,20220304,1238,2,1020,110,259.5867266,285.5453993,0.180102445
Roberge Island,2022,20220304,1238,3,1060,100,296.7432581,296.7432581,0.25888629
Roberge Island,2022,20220304,1238,4,1040,118,246.7324819,291.1443287,0.151676388
Roberge Island,2022,20220304,1238,5,1320,126,293.2772541,369.5293402,0.200693612
Roberge Island,2022,20220304,1238,6,1300,120,303.2753424,363.9304108,0.225341037
Roberge Island,2022,20220304,1238,7,1620,132,343.5706676,453.5132812,0.262909063
Roberge Island,2022,20220304,1238,8,1480,130,318.7082888,414.3207754,0.229715709
Roberge Island,2022,20220304,1238,9,1060,100,296.7432581,296.7432581,0.25888629
Roberge Island,2022,20220304,1238,10,1460,124,329.6143919,408.721846,0.257595325
Roberge Island,2022,20220304,1238,11,1740,146,333.634834,487.1068576,0.22414923
Roberge Island,2022,20220304,1238,12,1380,128,301.8172878,386.3261284,0.209230785
Roberge Island,2022,20220304,1238,13,1400,122,321.2500474,391.9250578,0.248698921
Roberge Island,2022,20220304,1238,14,1050,104,282.6382628,293.9437934,0.225827019
Roberge Island,2022,20220304,1238,15,1220,118,289.4361807,341.5346932,0.208723314
Roberge Island,2022,20220304,1238,16,1190,120,277.6135826,333.1362991,0.188819788
Roberge Island,2022,20220304,1238,17,1080,112,269.9483817,302.3421875,0.191289338
Roberge Island,2022,20220304,1238,18,1240,104,333.7823295,347.1336226,0.314949319
Roberge Island,2022,20220304,1238,19,1300,120,303.2753424,363.9304108,0.225341037
Roberge Island,2022,20220304,1238,20,1720,144,334.3805057,481.5079282,0.228279409
Roberge Wedge,2022,20220304,1115,1,100,20,139.9732349,27.99464699,0.288009846
Roberge Wedge,2022,20220304,1115,2,100,20,139.9732349,27.99464699,0.288009846
Roberge Wedge,2022,20220304,1115,3,125,22,159.0604942,34.99330873,0.338103218
Roberge Wedge,2022,20220304,1115,4,150,24,174.9665437,41.99197048,0.37501282
Roberge Wedge,2022,20220304,1115,5,150,26,161.5075788,41.99197048,0.294957739
Roberge Wedge,2022,20220304,1115,6,200,28,199.9617642,55.98929397,0.419839425
Roberge Wedge,2022,20220304,1115,7,300,28,299.9426463,83.98394096,0.944638706
Roberge Wedge,2022,20220304,1115,8,300,44,190.8725931,83.98394096,0.243434317
Roberge Wedge,2022,20220304,1115,9,400,50,223.9571759,111.9785879,0.294922082
Roberge Wedge,2022,20220304,1115,10,350,44,222.6846919,97.98126445,0.331341154
Roberge Wedge,2022,20220304,1115,11,400,50,223.9571759,111.9785879,0.294922082
Roberge Wedge,2022,20220304,1115,12,400,46,243.4317129,111.9785879,0.378742297
Roberge Wedge,2022,20220304,1115,13,200,30,186.6309799,55.98929397,0.341345002
Roberge Wedge,2022,20220304,1115,14,350,44,222.6846919,97.98126445,0.331341154
Roberge Wedge,2022,20220304,1115,15,400,48,233.2887249,111.9785879,0.333344729
Roberge Wedge,2022,20220304,1115,16,120,20,167.9678819,33.59357638,0.414734178
Roberge Wedge,2022,20220304,1115,17,100,16,174.9665437,27.99464699,0.56251923
Roberge Wedge,2022,20220304,1115,18,140,18,217.7361432,39.19250578,0.774347458
Roberge Wedge,2022,20220304,1115,19,180,16,314.9397786,50.39036458,1.822562304
Roberge Wedge,2022,20220304,1115,20,140,24,163.3021074,39.19250578,0.326677834
Roberge Wedge,2022,20220304,1115,21,170,28,169.9674996,47.59089988,0.303333985
Roberge Wedge,2022,20220304,1115,22,180,28,179.9655878,50.39036458,0.340069934
Roberge Wedge,2022,20220304,1115,23,440,46,267.7748842,123.1764467,0.458278179
Roberge Wedge,2022,20220304,1115,24,520,50,291.1443287,145.5721643,0.498418318
Roberge Wedge,2022,20220304,1115,25,170,42,113.3116664,47.59089988,0.089876736
Roberge Wedge,2022,20220304,1115,26,550,46,334.7186053,153.9705584,0.716059655
Roberge Wedge,2022,20220304,1115,27,360,46,219.0885416,100.7807292,0.306781261
Roberge Wedge,2022,20220304,1115,28,270,32,236.204834,75.58554686,0.512595648
Roberge Wedge,2022,20220304,1115,29,120,20,167.9678819,33.59357638,0.414734178
Roberge Wedge,2022,20220304,1115,30,130,18,202.1835616,36.39304108,0.667677145
Roberge Wedge,2022,20220304,1115,31,270,38,198.9093339,75.58554686,0.306107563
Roberge Wedge,2022,20220304,1115,32,220,22,279.9464699,61.58822337,1.047308529
Roberge Wedge,2022,20220304,1115,33,160,22,203.5974326,44.79143518,0.553948313
Broad Ridge,2023,20230309,1445,1,53,7,211.95947,14.8371629,1.886926312
Broad Ridge,2023,20230309,1445,2,81,7,323.938058,22.67566406,4.407306347
Broad Ridge,2023,20230309,1445,3,30,6,139.9732349,8.398394096,0.960032818
Broad Ridge,2023,20230309,1445,4,33,7,131.9747644,9.238233506,0.731528214
Broad Ridge,2023,20230309,1445,5,54,7,215.9587053,15.11710937,1.958802821
Broad Ridge,2023,20230309,1445,6,62,6,289.2780189,17.35668113,4.100406838
Broad Ridge,2023,20230309,1445,7,53,6,247.2860484,14.8371629,2.996369097
Broad Ridge,2023,20230309,1445,8,55,8,192.463198,15.39705584,1.361296535
Broad Ridge,2023,20230309,1445,9,91,10,254.7512876,25.47512876,1.908007625
Broad Ridge,2023,20230309,1445,10,65,8,227.4565068,18.19652054,1.901314996
Broad Ridge,2023,20230309,1445,11,57,5,319.1389756,15.95694878,5.988761524
Broad Ridge,2023,20230309,1445,12,42,5,235.1550347,11.75775173,3.251515952
Broad Ridge,2023,20230309,1445,13,66,6,307.9411169,18.47646701,4.646558841
Broad Ridge,2023,20230309,1445,14,24,4,167.9678819,6.718715277,2.073670888
Broad Ridge,2023,20230309,1445,15,50,5,279.9464699,13.99732349,4.608157528
Broad Ridge,2023,20230309,1445,16,42,6,195.9625289,11.75775173,1.881664324
Broad Ridge,2023,20230309,1445,17,98,8,342.9344256,27.43475405,4.321947744
Broad Ridge,2023,20230309,1445,18,83,7,331.9365286,23.235557,4.627638078
Broad Ridge,2023,20230309,1445,19,148,12,345.2673128,41.43207754,2.920633174
Broad Ridge,2023,20230309,1445,20,110,7,439.9158812,30.79411169,8.128091267
Broad Ridge,2023,20230309,1445,21,132,10,369.5293402,36.95293402,4.014626839
Broad Ridge,2023,20230309,1445,22,110,10,307.9411169,30.79411169,2.787935305
Broad Ridge,2023,20230309,1445,23,40,8,139.9732349,11.19785879,0.720024614
Broad Ridge,2023,20230309,1445,24,140,10,391.9250578,39.19250578,4.515994378
Broad Ridge,2023,20230309,1445,25,80,8,279.9464699,22.39571759,2.880098455
Broad Ridge,2023,20230309,1445,26,120,10,335.9357638,33.59357638,3.31787342
Broad Ridge,2023,20230309,1445,27,98,12,228.6229504,27.43475405,1.280577109
Broad Ridge,2023,20230309,1445,28,124,10,347.1336226,34.71336226,3.542751508
Broad Ridge,2023,20230309,1445,29,100,12,233.2887249,27.99464699,1.333378914
Broad Ridge,2023,20230309,1445,30,108,14,215.9587053,30.23421875,0.979401411
Broad Ridge,2023,20230309,1445,31,125,13,269.1792979,34.99330873,1.638654105
Broad Ridge,2023,20230309,1445,32,146,14,291.9441757,40.8721846,1.789859436
Broad Ridge,2023,20230309,1445,33,118,13,254.1052573,33.03368344,1.460263665
Broad Riparian,2023,20230310,955,1,850,104,228.8024033,237.9544994,0.147990949
Broad Riparian,2023,20230310,955,2,780,92,237.3459201,218.3582465,0.180020948
Broad Riparian,2023,20230310,955,3,720,78,258.412126,201.5614583,0.251697271
Broad Riparian,2023,20230310,955,4,750,82,256.0486005,209.9598524,0.235059761
Broad Riparian,2023,20230310,955,5,810,88,257.6780007,226.7566406,0.221829522
Broad Riparian,2023,20230310,955,6,760,91,233.8014474,212.7593171,0.176603916
Broad Riparian,2023,20230310,955,7,770,85,253.5985668,215.5587818,0.222444665
Broad Riparian,2023,20230310,955,8,700,90,217.7361432,195.9625289,0.154869492
Broad Riparian,2023,20230310,955,9,850,96,247.8692702,237.9544994,0.188157474
Broad Riparian,2023,20230310,955,10,770,95,226.9039808,215.5587818,0.159333815
Broad Riparian,2023,20230310,955,11,750,97,216.4534561,209.9598524,0.14200533
Broad Riparian,2023,20230310,955,12,820,88,260.8592106,229.5561053,0.227340604
Broad Riparian,2023,20230310,955,13,800,92,243.4317129,223.9571759,0.189371149
Broad Riparian,2023,20230310,955,14,780,86,253.9049378,218.3582465,0.220389639
Broad Riparian,2023,20230310,955,15,730,83,246.2179795,204.360923,0.214737931
Broad Riparian,2023,20230310,955,16,780,95,229.8507858,218.3582465,0.16349923
Broad Riparian,2023,20230310,955,17,680,86,221.3530227,190.3635995,0.167501921
Broad Riparian,2023,20230310,955,18,650,86,211.5874482,181.9652054,0.15304836
Broad Riparian,2023,20230310,955,19,650,80,227.4565068,181.9652054,0.1901315
Broad Riparian,2023,20230310,955,20,720,80,251.9518229,201.5614583,0.233287975
Broad Riparian,2023,20230310,955,21,740,84,246.6195092,207.1603877,0.212874138
Broad Riparian,2023,20230310,955,22,800,104,215.3434384,223.9571759,0.131092328
Broad Riparian,2023,20230310,955,23,900,98,257.0936968,251.9518229,0.198291507
Broad Riparian,2023,20230310,955,24,820,98,234.2409238,229.5561053,0.164606431
Broad Riparian,2023,20230310,955,25,530,72,206.071707,148.371629,0.173400989
Broad Riparian,2023,20230310,955,26,610,68,251.1284509,170.7673466,0.272665539
Broad Riparian,2023,20230310,955,27,640,65,275.6396011,179.1657407,0.343650673
Broad Riparian,2023,20230310,955,28,740,94,220.3833912,207.1603877,0.151906795
Broad Riparian,2023,20230310,955,29,740,84,246.6195092,207.1603877,0.212874138
Broad Riparian,2023,20230310,955,30,680,74,257.2481074,190.3635995,0.262917799
Broad Riparian,2023,20230310,955,31,770,85,253.5985668,215.5587818,0.222444665
Broad Riparian,2023,20230310,955,32,780,82,266.2905445,218.3582465,0.254240638
Broad Riparian,2023,20230310,955,33,740,80,258.9504846,207.1603877,0.246428424
Broad Sedge,2023,20230309,1510,1,190,19,279.9464699,53.18982927,1.212673034
Broad Sedge,2023,20230309,1510,2,220,22,279.9464699,61.58822337,1.047308529
Broad Sedge,2023,20230309,1510,3,260,24,303.2753424,72.78608217,1.126705183
Broad Sedge,2023,20230309,1510,4,210,20,293.9437934,58.78875867,1.270123419
Broad Sedge,2023,20230309,1510,5,250,28,249.9522052,69.98661747,0.655999101
Broad Sedge,2023,20230309,1510,6,300,27,311.0516332,83.98394096,1.053533957
Broad Sedge,2023,20230309,1510,7,260,24,303.2753424,72.78608217,1.126705183
Broad Sedge,2023,20230309,1510,8,370,30,345.2673128,103.5801939,1.16825327
Broad Sedge,2023,20230309,1510,9,290,25,324.737905,81.18447626,1.240147354
Broad Sedge,2023,20230309,1510,10,280,24,326.6042148,78.38501156,1.306711336
Broad Sedge,2023,20230309,1510,11,290,26,312.2479856,81.18447626,1.102486482
Broad Sedge,2023,20230309,1510,12,400,31,361.2212514,111.9785879,1.237463
Broad Sedge,2023,20230309,1510,13,310,27,321.420021,86.78340566,1.124940148
Broad Sedge,2023,20230309,1510,14,310,28,309.9407345,86.78340566,1.008664218
Broad Sedge,2023,20230309,1510,15,320,29,308.9064495,89.58287036,0.967393765
Broad Sedge,2023,20230309,1510,16,440,35,351.932705,123.1764467,1.040395682
Broad Sedge,2023,20230309,1510,17,460,36,357.7093782,128.7753761,1.044973994
Broad Sedge,2023,20230309,1510,18,330,30,307.9411169,92.38233506,0.929311768
Broad Sedge,2023,20230309,1510,19,420,37,317.7770739,117.5775173,0.802399649
Broad Sedge,2023,20230309,1510,20,250,35,199.9617642,69.98661747,0.33587154
Broad Sedge,2023,20230309,1510,21,320,28,319.9388227,89.58287036,1.074788928
Broad Sedge,2023,20230309,1510,22,310,47,184.645544,86.78340566,0.213268707
Broad Sedge,2023,20230309,1510,23,330,28,329.9369109,92.38233506,1.143012834
Broad Sedge,2023,20230309,1510,24,390,37,295.0787115,109.1791232,0.691865003
Broad Sedge,2023,20230309,1510,25,450,36,349.9330873,125.9759114,1.000034186
Broad Sedge,2023,20230309,1510,26,350,30,326.6042148,97.98126445,1.045369069
Broad Sedge,2023,20230309,1510,27,210,36,163.3021074,58.78875867,0.217785223
Broad Sedge,2023,20230309,1510,28,470,40,328.9371021,131.5748408,0.795267186
Broad Sedge,2023,20230309,1510,29,420,39,301.4808137,117.5775173,0.685175903
Broad Sedge,2023,20230309,1510,30,420,35,335.9357638,117.5775173,0.947963834
Broad Sedge,2023,20230309,1510,31,420,42,279.9464699,117.5775173,0.548590182
Broad Sedge,2023,20230309,1510,32,430,44,273.5840501,120.376982,0.500122281
Broad Sedge,2023,20230309,1510,33,350,30,326.6042148,97.98126445,1.045369069
Broad Shrub,2023,20230309,1610,1,1030,100,288.344864,288.344864,0.244439716
Broad Shrub,2023,20230309,1610,2,1260,88,400.8324455,352.732552,0.536772669
Broad Shrub,2023,20230309,1610,3,1360,96,396.5908323,380.727199,0.481683133
Broad Shrub,2023,20230309,1610,4,1180,94,351.4221643,330.3368344,0.386258256
Broad Shrub,2023,20230309,1610,5,1010,84,336.6023031,282.7459346,0.396553886
Broad Shrub,2023,20230309,1610,6,1240,90,385.7040252,347.1336226,0.485974144
Broad Shrub,2023,20230309,1610,7,1160,88,369.0203466,324.737905,0.454951691
Broad Shrub,2023,20230309,1610,8,1240,86,403.6437473,347.1336226,0.556987358
Broad Shrub,2023,20230309,1610,9,1120,80,391.9250578,313.5400463,0.564499297
Broad Shrub,2023,20230309,1610,10,1060,80,370.9290726,296.7432581,0.505637285
Broad Shrub,2023,20230309,1610,11,870,74,329.1262551,243.5534288,0.430368689
Broad Shrub,2023,20230309,1610,12,1320,102,362.2836669,369.5293402,0.378307253
Broad Shrub,2023,20230309,1610,13,950,98,271.37668,265.9491464,0.220935907
Broad Shrub,2023,20230309,1610,14,1070,99,302.5684068,299.5427228,0.271868751
Broad Shrub,2023,20230309,1610,15,900,80,314.9397786,251.9518229,0.364512461
Broad Shrub,2023,20230309,1610,16,740,72,287.7227607,207.1603877,0.338036247
Broad Shrub,2023,20230309,1610,17,1200,92,365.1475694,335.9357638,0.426085084
Broad Shrub,2023,20230309,1610,18,990,97,285.718562,277.1470052,0.247430087
Broad Shrub,2023,20230309,1610,19,960,94,285.9027777,268.7486111,0.255656139
Broad Shrub,2023,20230309,1610,20,860,91,264.5647957,240.7539641,0.226136177
Broad Shrub,2023,20230309,1610,21,1230,98,351.3613857,344.3341579,0.37036447
Broad Shrub,2023,20230309,1610,22,1050,101,291.0334588,293.9437934,0.246553855
Broad Shrub,2023,20230309,1610,23,1160,98,331.3652092,324.737905,0.329408706
Broad Shrub,2023,20230309,1610,24,1200,97,346.3255297,335.9357638,0.363533645
Broad Shrub,2023,20230309,1610,25,1050,95,309.4145193,293.9437934,0.296281888
Broad Shrub,2023,20230309,1610,26,1320,91,406.076198,369.5293402,0.532746992
Broad Shrub,2023,20230309,1610,27,880,88,279.9464699,246.3528935,0.261827132
Broad Shrub,2023,20230309,1610,28,1080,90,335.9357638,302.3421875,0.368652602
Broad Shrub,2023,20230309,1610,29,1120,89,352.2921868,313.5400463,0.409980638
Broad Shrub,2023,20230309,1610,30,1120,88,356.2955071,313.5400463,0.424116677
Broad Shrub,2023,20230309,1610,31,1220,84,406.5889205,341.5346932,0.578600926
Broad Shrub,2023,20230309,1610,32,810,84,269.9483817,226.7566406,0.255052451
Broad Shrub,2023,20230309,1610,33,1180,82,402.8497981,330.3368344,0.58186171
Broad Spruce,2023,20230310,907,1,520,70,207.9602348,145.5721643,0.181639329
Broad Spruce,2023,20230310,907,2,430,64,188.0890344,120.376982,0.162515321
Broad Spruce,2023,20230310,907,3,510,67,213.0935815,142.7726996,0.199256852
Broad Spruce,2023,20230310,907,4,400,64,174.9665437,111.9785879,0.140629807
Broad Spruce,2023,20230310,907,5,530,66,224.8054985,148.371629,0.225121645
Broad Spruce,2023,20230310,907,6,540,66,229.0471117,151.1710937,0.233696945
Broad Spruce,2023,20230310,907,7,430,70,171.9671172,120.376982,0.124205295
Broad Spruce,2023,20230310,907,8,490,68,201.7261327,137.1737702,0.175939253
Broad Spruce,2023,20230310,907,9,440,79,155.9195528,123.1764467,0.090473502
Broad Spruce,2023,20230310,907,10,510,67,213.0935815,142.7726996,0.199256852
Broad Spruce,2023,20230310,907,11,450,60,209.9598524,125.9759114,0.216007384
Broad Spruce,2023,20230310,907,12,490,62,221.2480165,137.1737702,0.232120989
Broad Spruce,2023,20230310,907,13,380,59,180.304506,106.3796585,0.161997562
Broad Spruce,2023,20230310,907,14,460,62,207.7022196,128.7753761,0.204568102
Broad Spruce,2023,20230310,907,15,490,63,217.7361432,137.1737702,0.221242131
Broad Spruce,2023,20230310,907,16,510,66,216.3222722,142.7726996,0.208451904
Broad Spruce,2023,20230310,907,17,400,61,183.5714557,111.9785879,0.162415622
Broad Spruce,2023,20230310,907,18,330,53,174.3062926,92.38233506,0.168537905
Broad Spruce,2023,20230310,907,19,390,62,176.0953601,109.1791232,0.147045408
Broad Spruce,2023,20230310,907,20,450,65,193.8090945,125.9759114,0.169895658
Broad Spruce,2023,20230310,907,21,480,65,206.7297008,134.3743055,0.193303504
Broad Spruce,2023,20230310,907,22,330,53,174.3062926,92.38233506,0.168537905
Broad Spruce,2023,20230310,907,23,390,66,165.422914,109.1791232,0.12189748
Broad Spruce,2023,20230310,907,24,470,69,190.6881751,131.5748408,0.154933654
Broad Spruce,2023,20230310,907,25,500,65,215.3434384,139.9732349,0.209747725
Broad Spruce,2023,20230310,907,26,540,67,225.6284981,151.1710937,0.223388305
Broad Spruce,2023,20230310,907,27,460,62,207.7022196,128.7753761,0.204568102
Broad Spruce,2023,20230310,907,28,410,66,173.9061404,114.7780526,0.134720358
Broad Spruce,2023,20230310,907,29,460,74,174.0207786,128.7753761,0.12031446
Broad Spruce,2023,20230310,907,30,390,58,188.2398677,109.1791232,0.17961498
Broad Spruce,2023,20230310,907,31,350,54,181.446786,97.98126445,0.179247097
Broad Spruce,2023,20230310,907,32,320,43,208.3322566,89.58287036,0.296750809
Broad Spruce,2023,20230310,907,33,400,56,199.9617642,111.9785879,0.209919712
Mary Lake,2023,20230310,1327,1,840,98,239.954117,235.1550347,0.172733935
Mary Lake,2023,20230310,1327,2,650,84,216.6252445,181.9652054,0.164242738
Mary Lake,2023,20230310,1327,3,530,74,200.5022014,148.371629,0.159718014
Mary Lake,2023,20230310,1327,4,600,72,233.2887249,167.9678819,0.222229819
Mary Lake,2023,20230310,1327,5,620,71,244.4602976,173.5668113,0.247460368
Mary Lake,2023,20230310,1327,6,690,84,229.9560288,193.1630642,0.185079213
Mary Lake,2023,20230310,1327,7,600,78,215.3434384,167.9678819,0.174789771
Mary Lake,2023,20230310,1327,8,730,84,243.2868131,204.360923,0.207159657
Mary Lake,2023,20230310,1327,9,720,88,229.0471117,201.5614583,0.175272708
Mary Lake,2023,20230310,1327,10,680,86,221.3530227,190.3635995,0.167501921
Mary Lake,2023,20230310,1327,11,800,92,243.4317129,223.9571759,0.189371149
Mary Lake,2023,20230310,1327,12,710,87,228.4620616,198.7619936,0.176382811
Mary Lake,2023,20230310,1327,13,810,92,246.4746093,226.7566406,0.194135016
Mary Lake,2023,20230310,1327,14,670,86,218.0978312,187.5641348,0.162611619
Mary Lake,2023,20230310,1327,15,780,100,218.3582465,218.3582465,0.140180152
Mary Lake,2023,20230310,1327,16,750,97,216.4534561,209.9598524,0.14200533
Mary Lake,2023,20230310,1327,17,710,88,225.8659018,198.7619936,0.170437832
Mary Lake,2023,20230310,1327,18,700,87,225.2442861,195.9625289,0.171449271
Mary Lake,2023,20230310,1327,19,720,86,234.3737887,201.5614583,0.187787621
Mary Lake,2023,20230310,1327,20,840,89,264.2191401,235.1550347,0.230614109
Mary Lake,2023,20230310,1327,21,830,90,258.1728555,232.35557,0.217733863
Mary Lake,2023,20230310,1327,22,740,83,249.5908286,207.1603877,0.220661458
Mary Lake,2023,20230310,1327,23,560,80,195.9625289,156.7700231,0.141124824
Mary Lake,2023,20230310,1327,24,660,80,230.9558376,184.7646701,0.196026701
Mary Lake,2023,20230310,1327,25,620,79,219.7048245,173.5668113,0.179638503
Mary Lake,2023,20230310,1327,26,600,76,221.0103709,167.9678819,0.188955286
Mary Lake,2023,20230310,1327,27,550,76,202.59284,153.9705584,0.158774928
Mary Lake,2023,20230310,1327,28,520,72,202.1835616,145.5721643,0.166919286
Mary Lake,2023,20230310,1327,29,730,82,249.2206378,204.360923,0.222690394
Mary Lake,2023,20230310,1327,30,610,73,233.9278721,170.7673466,0.220388237
Mary Lake,2023,20230310,1327,31,700,62,316.068595,195.9625289,0.473716305
Mary Lake,2023,20230310,1327,32,580,72,225.5124341,162.3689525,0.20766142
Mary Lake,2023,20230310,1327,33,630,71,248.4032057,176.366276,0.255507336
Owl Ridge,2023,20230309,1205,1,400,44,254.4967908,111.9785879,0.432772119
Owl Ridge,2023,20230309,1205,2,420,49,239.954117,117.5775173,0.34546787
Owl Ridge,2023,20230309,1205,3,380,40,265.9491464,106.3796585,0.519857771
Owl Ridge,2023,20230309,1205,4,560,48,326.6042148,156.7700231,0.653355668
Owl Ridge,2023,20230309,1205,5,520,47,309.7280092,145.5721643,0.600081772
Owl Ridge,2023,20230309,1205,6,460,50,257.5507523,128.7753761,0.390034453
Owl Ridge,2023,20230309,1205,7,500,44,318.1209885,139.9732349,0.676206437
Owl Ridge,2023,20230309,1205,8,760,61,348.7857657,212.7593171,0.586320394
Owl Ridge,2023,20230309,1205,9,580,54,300.6832454,162.3689525,0.492234477
Owl Ridge,2023,20230309,1205,10,510,46,310.375434,142.7726996,0.615692947
Owl Ridge,2023,20230309,1205,11,560,47,333.5532407,156.7700231,0.695952824
Owl Ridge,2023,20230309,1205,12,530,47,315.6843171,148.371629,0.623383764
Owl Ridge,2023,20230309,1205,13,580,50,324.737905,162.3689525,0.620073677
Owl Ridge,2023,20230309,1205,14,540,49,308.5124362,151.1710937,0.57107954
Owl Ridge,2023,20230309,1205,15,700,66,296.9129226,195.9625289,0.392700627
Owl Ridge,2023,20230309,1205,16,610,56,304.9416904,170.7673466,0.488194531
Owl Ridge,2023,20230309,1205,17,500,49,285.6596631,139.9732349,0.489608659
Owl Ridge,2023,20230309,1205,18,490,46,298.2038483,137.1737702,0.56835016
Owl Ridge,2023,20230309,1205,19,720,68,296.4139093,201.5614583,0.379870507
Owl Ridge,2023,20230309,1205,20,720,70,287.9449404,201.5614583,0.348231613
Owl Ridge,2023,20230309,1205,21,680,66,288.4296962,190.3635995,0.370581163
Owl Ridge,2023,20230309,1205,22,560,54,290.3148576,156.7700231,0.458872568
Owl Ridge,2023,20230309,1205,23,540,52,290.7136418,151.1710937,0.477831537
Owl Ridge,2023,20230309,1205,24,520,54,269.5780821,145.5721643,0.395660531
Owl Ridge,2023,20230309,1205,25,520,52,279.9464699,145.5721643,0.44309207
Owl Ridge,2023,20230309,1205,26,420,46,255.6032986,117.5775173,0.417563383
Owl Ridge,2023,20230309,1205,27,600,58,289.5997964,167.9678819,0.425124213
Owl Ridge,2023,20230309,1205,28,600,62,270.9159386,167.9678819,0.348036469
Owl Ridge,2023,20230309,1205,29,610,59,289.4361807,170.7673466,0.417446627
Owl Ridge,2023,20230309,1205,30,700,71,276.0035618,195.9625289,0.315441156
Owl Ridge,2023,20230309,1205,31,630,67,263.2332478,176.366276,0.304056304
Owl Ridge,2023,20230309,1205,32,820,74,310.2109531,229.5561053,0.382322508
Owl Ridge,2023,20230309,1205,33,780,72,303.2753424,218.3582465,0.375568394
Owl Sedge,2023,20230309,1115,1,450,52,242.2613682,125.9759114,0.331827456
Owl Sedge,2023,20230309,1115,2,560,60,261.2833719,156.7700231,0.334518102
Owl Sedge,2023,20230309,1115,3,440,58,212.373184,123.1764467,0.228622355
Owl Sedge,2023,20230309,1115,4,370,54,191.8151738,103.5801939,0.200317776
Owl Sedge,2023,20230309,1115,5,470,52,253.0285401,131.5748408,0.361978692
Owl Sedge,2023,20230309,1115,6,370,54,191.8151738,103.5801939,0.200317776
Owl Sedge,2023,20230309,1115,7,480,56,239.954117,134.3743055,0.302284386
Owl Sedge,2023,20230309,1115,8,400,52,215.3434384,111.9785879,0.262184657
Owl Sedge,2023,20230309,1115,9,320,54,165.8942044,89.58287036,0.149835941
Owl Sedge,2023,20230309,1115,10,400,56,199.9617642,111.9785879,0.209919712
Owl Sedge,2023,20230309,1115,11,450,61,206.5178876,125.9759114,0.205557271
Owl Sedge,2023,20230309,1115,12,620,65,267.0258636,173.5668113,0.322508103
Owl Sedge,2023,20230309,1115,13,680,63,302.1644437,190.3635995,0.426082305
Owl Sedge,2023,20230309,1115,14,600,59,284.6913253,167.9678819,0.403872039
Owl Sedge,2023,20230309,1115,15,610,65,262.7189948,170.7673466,0.312188515
Owl Sedge,2023,20230309,1115,16,420,60,195.9625289,117.5775173,0.188166432
Owl Sedge,2023,20230309,1115,17,340,58,164.1065513,95.18179975,0.136512108
Owl Sedge,2023,20230309,1115,18,540,57,265.2124451,151.1710937,0.362794149
Owl Sedge,2023,20230309,1115,19,400,63,177.7437904,111.9785879,0.147433323
Owl Sedge,2023,20230309,1115,20,380,63,168.8566009,106.3796585,0.133058574
Owl Sedge,2023,20230309,1115,21,480,57,235.7443957,134.3743055,0.286652167
Owl Sedge,2023,20230309,1115,22,500,58,241.3331637,139.9732349,0.295225148
Owl Sedge,2023,20230309,1115,23,440,60,205.2940779,123.1764467,0.206513726
Owl Sedge,2023,20230309,1115,24,380,63,168.8566009,106.3796585,0.133058574
Owl Sedge,2023,20230309,1115,25,480,70,191.9632936,134.3743055,0.154769606
Owl Sedge,2023,20230309,1115,26,610,66,258.738404,170.7673466,0.298212048
Owl Sedge,2023,20230309,1115,27,630,66,267.2216303,176.366276,0.318087508
Owl Sedge,2023,20230309,1115,28,610,59,289.4361807,170.7673466,0.417446627
Owl Sedge,2023,20230309,1115,29,750,61,344.1964793,209.9598524,0.57099242
Owl Sedge,2023,20230309,1115,30,510,55,259.5867266,142.7726996,0.36020489
Owl Sedge,2023,20230309,1115,31,530,54,274.762276,148.371629,0.411024567
Owl Sedge,2023,20230309,1115,32,510,55,259.5867266,142.7726996,0.36020489
Owl Sedge,2023,20230309,1115,33,460,54,238.4729188,128.7753761,0.309621924
Owl Spruce,2023,20230309,940,1,540,86,175.7803415,151.1710937,0.105630537
Owl Spruce,2023,20230309,940,2,420,74,158.888537,117.5775173,0.100299956
Owl Spruce,2023,20230309,940,3,640,82,218.4948058,179.1657407,0.171165295
Owl Spruce,2023,20230309,940,4,800,80,279.9464699,223.9571759,0.288009846
Owl Spruce,2023,20230309,940,5,660,81,228.104531,184.7646701,0.188855717
Owl Spruce,2023,20230309,940,6,580,80,202.9611907,162.3689525,0.151385175
Owl Spruce,2023,20230309,940,7,800,86,260.4153208,223.9571759,0.231836569
Owl Spruce,2023,20230309,940,8,620,80,216.9585141,173.5668113,0.172985913
Owl Spruce,2023,20230309,940,9,590,78,211.7543811,165.1684172,0.169011998
Owl Spruce,2023,20230309,940,10,540,80,188.9638672,151.1710937,0.131224486
