location,site,type,year,sample.no,depth,density,swe,htc
Owl: Coastal Fen,OCF,fen,2013,4,99,234.7026,232.3556,0.1636
Owl: Coastal Fen,OCF,fen,2013,5,102,230.5442,235.155,0.1532
Owl: Coastal Fen,OCF,fen,2013,6,115,279.9465,321.9384,0.2004
Owl: Coastal Fen,OCF,fen,2013,7,104,274.5629,285.5454,0.2131
Owl: Coastal Fen,OCF,fen,2013,8,101,246.6855,249.1524,0.1771
Owl: Coastal Fen,OCF,fen,2013,9,114,270.1238,307.9411,0.1882
Owl: Coastal Fen,OCF,fen,2013,10,109,255.5475,278.5467,0.1761
Owl: Coastal Fen,OCF,fen,2013,11,82,177.527,145.5722,0.113
Owl: Coastal Fen,OCF,fen,2013,12,104,267.8334,278.5467,0.2028
Owl: Coastal Fen,OCF,fen,2013,13,113,260.1273,293.9438,0.1761
Owl: Coastal Fen,OCF,fen,2013,14,104,263.7957,274.3475,0.1967
Owl: Coastal Fen,OCF,fen,2013,15,83,249.5908,207.1604,0.2207
Owl: Coastal Fen,OCF,fen,2013,16,81,172.8065,139.9732,0.1084
Owl: Coastal Fen,OCF,fen,2013,17,89,185.5825,165.1684,0.1138
Owl: Coastal Fen,OCF,fen,2013,18,86,198.5667,170.7673,0.1348
Owl: Coastal Fen,OCF,fen,2013,19,87,167.3243,145.5722,0.0946
Owl: Coastal Fen,OCF,fen,2013,20,87,238.1154,207.1604,0.1916
Owl: Coastal Fen,OCF,fen,2013,21,90,189.7415,170.7673,0.1176
Owl: Coastal Fen,OCF,fen,2013,22,89,245.3463,218.3582,0.1988
Owl: Coastal Fen,OCF,fen,2013,23,72,244.9532,176.3663,0.245
Owl: Coastal Fen,OCF,fen,2013,24,83,215.8623,179.1657,0.1651
Owl: Coastal Fen,OCF,fen,2013,25,75,235.155,176.3663,0.2168
Owl: Coastal Fen,OCF,fen,2013,26,68,201.7261,137.1738,0.1759
Owl: Coastal Fen,OCF,fen,2013,27,71,201.0883,142.7727,0.1674
Owl: Coastal Fen,OCF,fen,2013,28,73,145.7256,106.3797,0.0855
Owl: Coastal Fen,OCF,fen,2013,29,59,142.3457,83.9839,0.101
Owl: Coastal Fen,OCF,fen,2013,30,74,174.0208,128.7754,0.1203
Owl: Coastal Fen,OCF,fen,2013,31,75,184.7647,138.5735,0.1338
Owl: Coastal Fen,OCF,fen,2013,32,77,232.6828,179.1657,0.2067
Owl: Coastal Fen,OCF,fen,2013,33,74,128.6241,95.1818,0.0657
Owl: Spruce Forest,OSF,forest,2013,1,41,198.0109,81.1845,0.2812
Owl: Spruce Forest,OSF,forest,2013,2,55,173.0578,95.1818,0.1601
Owl: Spruce Forest,OSF,forest,2013,3,48,174.9665,83.9839,0.1875
Owl: Spruce Forest,OSF,forest,2013,4,46,161.2735,74.1858,0.1662
Owl: Spruce Forest,OSF,forest,2013,5,49,177.109,86.7834,0.1882
Owl: Spruce Forest,OSF,forest,2013,6,51,161.9298,82.5842,0.1512
Owl: Spruce Forest,OSF,forest,2013,7,56,184.9646,103.5802,0.1796
Owl: Spruce Forest,OSF,forest,2013,8,51,181.1418,92.3823,0.1892
Owl: Spruce Forest,OSF,forest,2013,9,41,218.4948,89.5829,0.3423
Owl: Spruce Forest,OSF,forest,2013,10,51,192.1201,97.9813,0.2128
Owl: Spruce Forest,OSF,forest,2013,11,51,186.631,95.1818,0.2008
Owl: Spruce Forest,OSF,forest,2013,12,56,192.4632,107.7794,0.1945
Owl: Spruce Forest,OSF,forest,2013,13,57,186.631,106.3797,0.1797
Owl: Spruce Forest,OSF,forest,2013,14,59,185.0494,109.1791,0.1706
Owl: Spruce Forest,OSF,forest,2013,15,56,179.9656,100.7807,0.17
Owl: Spruce Forest,OSF,forest,2013,16,49,234.2409,114.7781,0.3292
Owl: Spruce Forest,OSF,forest,2013,17,67,208.9153,139.9732,0.1915
Owl: Spruce Forest,OSF,forest,2013,18,64,214.334,137.1738,0.211
Owl: Spruce Forest,OSF,forest,2013,19,56,174.9665,97.9813,0.1607
Owl: Spruce Forest,OSF,forest,2013,20,55,208.6874,114.7781,0.2328
Owl: Spruce Forest,OSF,forest,2013,21,48,215.7921,103.5802,0.2852
Owl: Spruce Forest,OSF,forest,2013,22,44,139.9732,61.5882,0.1309
Owl: Spruce Forest,OSF,forest,2013,23,41,129.7313,53.1898,0.1207
Owl: Spruce Forest,OSF,forest,2013,24,45,124.4207,55.9893,0.1011
Owl: Spruce Forest,OSF,forest,2013,25,56,157.4699,88.1831,0.1302
Owl: Spruce Forest,OSF,forest,2013,26,49,188.5354,92.3823,0.2133
Owl: Spruce Forest,OSF,forest,2013,27,48,151.6377,72.7861,0.1408
Owl: Spruce Forest,OSF,forest,2013,28,53,153.1783,81.1845,0.1302
Owl: Spruce Forest,OSF,forest,2013,29,42,153.304,64.3877,0.1645
Owl: Spruce Forest,OSF,forest,2013,30,54,150.3416,81.1845,0.1231
Owl: Spruce Forest,OSF,forest,2013,31,57,196.4537,111.9786,0.1991
Owl: Spruce Forest,OSF,forest,2013,32,49,234.2409,114.7781,0.3292
Owl: Spruce Forest,OSF,forest,2013,33,62,171.5801,106.3797,0.1396
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,2013,1,50,257.5508,128.7754,0.39
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,2013,2,51,257.9899,131.5748,0.3837
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,2013,3,52,258.4121,134.3743,0.3775
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,2013,4,35,247.9526,86.7834,0.5164
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,2013,5,47,238.2523,111.9786,0.3551
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,2013,6,37,234.5497,86.7834,0.4371
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,2013,7,31,234.7938,72.7861,0.5228
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,2013,8,26,231.4942,60.1885,0.606
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,2013,9,50,229.5561,114.7781,0.3099
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,2013,10,39,226.1106,88.1831,0.3854
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,2013,11,42,256.6176,107.7794,0.461
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,2013,12,18,264.3939,47.5909,1.1418
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,2013,13,20,237.9545,47.5909,0.8323
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,2013,14,36,209.9599,75.5855,0.36
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,2013,15,10,265.9491,26.5949,2.0794
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,2013,16,21,239.9541,50.3904,0.8061
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,2013,17,6,233.2887,13.9973,2.6668
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,2013,18,31,248.3396,76.9853,0.5849
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,2013,19,45,242.6203,109.1791,0.3846
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,2013,20,28,239.9541,67.1872,0.6046
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,2013,21,36,272.1702,97.9813,0.605
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,2013,22,41,286.7744,117.5775,0.5897
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,2013,23,36,272.1702,97.9813,0.605
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,2013,24,36,311.0516,111.9786,0.7902
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,2013,25,54,248.8413,134.3743,0.3371
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,2013,26,51,268.9682,137.1738,0.417
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,2013,27,13,269.1793,34.9933,1.6387
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,2013,28,15,261.2834,39.1925,1.3381
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,2013,29,16,271.1981,43.3917,1.3515
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,2013,30,18,272.1702,48.9906,1.2099
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,2013,31,16,271.1981,43.3917,1.3515
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,2013,32,15,229.5561,34.4334,1.0328
Roberge Lake: Peat Plateau - Ice Wedge,RIW,wedge,2013,33,19,257.8454,48.9906,1.0288
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,2013,1,3,177.2994,5.319,3.0806
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,2013,2,5,268.7486,13.4374,4.2469
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,2013,3,7,183.9648,12.8775,1.4214
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,2013,4,5,145.5722,7.2786,1.246
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,2013,5,5,223.9572,11.1979,2.9492
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,2013,6,4,251.9518,10.0781,4.6658
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,2013,7,4,223.9572,8.9583,3.6865
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,2013,8,5,212.7593,10.638,2.6617
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,2013,9,5,268.7486,13.4374,4.2469
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,2013,10,6,247.286,14.8372,2.9964
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,2013,11,10,246.3529,24.6353,1.7843
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,2013,12,9,202.1836,18.1965,1.3354
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,2013,13,8,307.9411,24.6353,3.4849
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,2013,14,10,209.9599,20.996,1.296
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,2013,15,6,270.6149,16.2369,3.5884
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,2013,16,4,125.9759,5.039,1.1664
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,2013,17,7,183.9648,12.8775,1.4214
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,2013,18,5,179.1657,8.9583,1.8875
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,2013,19,6,200.6283,12.0377,1.9723
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,2013,20,7,259.9503,18.1965,2.8381
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,2013,21,5,229.5561,11.4778,3.0985
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,2013,22,10,265.9491,26.5949,2.0794
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,2013,23,8,258.9505,20.716,2.4643
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,2013,24,5,240.754,12.0377,3.4082
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,2013,25,10,195.9625,19.5963,1.129
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,2013,26,9,242.6203,21.8358,1.9229
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,2013,27,11,180.6927,19.8762,0.8726
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,2013,28,7,167.9679,11.7578,1.185
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,2013,29,6,181.9652,10.9179,1.6225
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,2013,30,7,219.9579,15.3971,2.032
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,2013,31,4,188.9639,7.5586,2.6245
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,2013,32,4,195.9625,7.8385,2.8225
Roberge Lake: Peat Plateau - Polygon Center,RPP,polygon,2013,33,4,230.9558,9.2382,3.9205
Roberge Lake: Tree Island,RTI,island,2013,1,59,232.4979,137.1738,0.2694
Roberge Lake: Tree Island,RTI,island,2013,2,84,226.6233,190.3636,0.1798
Roberge Lake: Tree Island,RTI,island,2013,3,90,251.9518,226.7566,0.2074
Roberge Lake: Tree Island,RTI,island,2013,4,86,195.3115,167.9679,0.1304
Roberge Lake: Tree Island,RTI,island,2013,5,73,237.7628,173.5668,0.2277
Roberge Lake: Tree Island,RTI,island,2013,6,76,221.0104,167.9679,0.189
Roberge Lake: Tree Island,RTI,island,2013,7,75,186.631,139.9732,0.1365
Roberge Lake: Tree Island,RTI,island,2013,8,98,217.1013,212.7593,0.1414
Roberge Lake: Tree Island,RTI,island,2013,9,79,219.7048,173.5668,0.1796
Roberge Lake: Tree Island,RTI,island,2013,10,83,209.1166,173.5668,0.1549
Roberge Lake: Tree Island,RTI,island,2013,11,81,221.1923,179.1657,0.1776
Roberge Lake: Tree Island,RTI,island,2013,12,90,205.2941,184.7647,0.1377
Roberge Lake: Tree Island,RTI,island,2013,13,75,197.8288,148.3716,0.1534
Roberge Lake: Tree Island,RTI,island,2013,14,83,212.4895,176.3663,0.1599
Roberge Lake: Tree Island,RTI,island,2013,15,102,247.0116,251.9518,0.1759
Roberge Lake: Tree Island,RTI,island,2013,16,92,222.1314,204.3609,0.1577
Roberge Lake: Tree Island,RTI,island,2013,17,120,221.6243,265.9491,0.1203
Roberge Lake: Tree Island,RTI,island,2013,18,118,249.1049,293.9438,0.1546
Roberge Lake: Tree Island,RTI,island,2013,19,116,222.0265,257.5508,0.1249
Roberge Lake: Tree Island,RTI,island,2013,20,104,274.5629,285.5454,0.2131
Roberge Lake: Tree Island,RTI,island,2013,21,115,272.6435,313.54,0.19
Roberge Lake: Tree Island,RTI,island,2013,22,108,212.5519,229.5561,0.123
Roberge Lake: Tree Island,RTI,island,2013,23,95,268.1593,254.7513,0.2225
Roberge Lake: Tree Island,RTI,island,2013,24,99,260.1523,257.5508,0.201
Roberge Lake: Tree Island,RTI,island,2013,25,103,271.7927,279.9465,0.2109
Roberge Lake: Tree Island,RTI,island,2013,26,94,291.8591,274.3475,0.2664
Roberge Lake: Tree Island,RTI,island,2013,27,132,260.8592,344.3342,0.1516
Roberge Lake: Tree Island,RTI,island,2013,28,126,239.9541,302.3422,0.1343
Roberge Lake: Tree Island,RTI,island,2013,29,140,274.9474,384.9264,0.1588
Roberge Lake: Tree Island,RTI,island,2013,30,148,291.2957,431.1176,0.1686
Roberge Lake: Tree Island,RTI,island,2013,31,71,240.5174,170.7673,0.2395
Roberge Lake: Tree Island,RTI,island,2013,32,72,272.1702,195.9625,0.3025
Roberge Lake: Tree Island,RTI,island,2013,33,94,250.1649,235.155,0.1957
Broad: Coastal Beach Ridge,BBR,beach,2014,1,4,195.9625,7.8385,2.8225
Broad: Coastal Beach Ridge,BBR,beach,2014,2,5,235.155,11.7578,3.2515
Broad: Coastal Beach Ridge,BBR,beach,2014,3,4,223.9572,8.9583,3.6865
Broad: Coastal Beach Ridge,BBR,beach,2014,4,4,223.9572,8.9583,3.6865
Broad: Coastal Beach Ridge,BBR,beach,2014,5,5,235.155,11.7578,3.2515
Broad: Coastal Beach Ridge,BBR,beach,2014,6,5,223.9572,11.1979,2.9492
Broad: Coastal Beach Ridge,BBR,beach,2014,7,5,223.9572,11.1979,2.9492
Broad: Coastal Beach Ridge,BBR,beach,2014,8,5,235.155,11.7578,3.2515
Broad: Coastal Beach Ridge,BBR,beach,2014,9,5,251.9518,12.5976,3.7326
Broad: Coastal Beach Ridge,BBR,beach,2014,10,5,190.3636,9.5182,2.1308
Broad: Coastal Beach Ridge,BBR,beach,2014,11,4,195.9625,7.8385,2.8225
Broad: Coastal Beach Ridge,BBR,beach,2014,12,6,247.286,14.8372,2.9964
Broad: Coastal Beach Ridge,BBR,beach,2014,13,5,263.1497,13.1575,4.0718
Broad: Coastal Beach Ridge,BBR,beach,2014,14,4,202.9612,8.1184,3.0277
Broad: Coastal Beach Ridge,BBR,beach,2014,15,5,235.155,11.7578,3.2515
Broad: Coastal Beach Ridge,BBR,beach,2014,16,3,233.2887,6.9987,5.3335
Broad: Coastal Beach Ridge,BBR,beach,2014,17,3,195.9625,5.8789,3.7633
Broad: Coastal Beach Ridge,BBR,beach,2014,18,5,274.3475,13.7174,4.4257
Broad: Coastal Beach Ridge,BBR,beach,2014,19,6,256.6176,15.3971,3.2268
Broad: Coastal Beach Ridge,BBR,beach,2014,20,4,139.9732,5.5989,1.44
Broad: Coastal Beach Ridge,BBR,beach,2014,21,6,247.286,14.8372,2.9964
Broad: Coastal Beach Ridge,BBR,beach,2014,22,4,230.9558,9.2382,3.9205
Broad: Coastal Beach Ridge,BBR,beach,2014,23,5,223.9572,11.1979,2.9492
Broad: Coastal Beach Ridge,BBR,beach,2014,24,3,149.3048,4.4791,2.1846
Broad: Coastal Beach Ridge,BBR,beach,2014,25,3,177.2994,5.319,3.0806
Broad: Coastal Beach Ridge,BBR,beach,2014,26,3,130.6417,3.9193,1.6726
Broad: Coastal Beach Ridge,BBR,beach,2014,27,3,186.631,5.5989,3.4135
Broad: Coastal Beach Ridge,BBR,beach,2014,28,5,285.5454,14.2773,4.7943
Broad: Coastal Beach Ridge,BBR,beach,2014,29,4,188.9639,7.5586,2.6245
Broad: Coastal Beach Ridge,BBR,beach,2014,30,4,195.9625,7.8385,2.8225
Broad: Coastal Beach Ridge,BBR,beach,2014,31,3,149.3048,4.4791,2.1846
Broad: Coastal Beach Ridge,BBR,beach,2014,32,4,209.9599,8.3984,3.2401
Broad: Coastal Beach Ridge,BBR,beach,2014,33,3,139.9732,4.1992,1.9201
Broad: Riparian Forest,BRF,forest,2014,1,140,235.9549,330.3368,0.1169
Broad: Riparian Forest,BRF,forest,2014,2,137,298.3371,408.7218,0.191
Broad: Riparian Forest,BRF,forest,2014,3,144,291.6109,419.9197,0.1736
Broad: Riparian Forest,BRF,forest,2014,4,149,285.583,425.5186,0.1609
Broad: Riparian Forest,BRF,forest,2014,5,150,276.2139,414.3208,0.1495
Broad: Riparian Forest,BRF,forest,2014,6,151,278.0925,419.9197,0.1506
Broad: Riparian Forest,BRF,forest,2014,7,151,313.3176,473.1095,0.1911
Broad: Riparian Forest,BRF,forest,2014,8,152,324.1485,492.7058,0.2032
Broad: Riparian Forest,BRF,forest,2014,9,150,335.9358,503.9036,0.2212
Broad: Riparian Forest,BRF,forest,2014,10,142,279.9465,397.524,0.1623
Broad: Riparian Forest,BRF,forest,2014,11,140,277.9469,389.1256,0.1622
Broad: Riparian Forest,BRF,forest,2014,12,141,293.8445,414.3208,0.18
Broad: Riparian Forest,BRF,forest,2014,13,130,301.4808,391.9251,0.2056
Broad: Riparian Forest,BRF,forest,2014,14,130,241.1847,313.54,0.1316
Broad: Riparian Forest,BRF,forest,2014,15,130,301.4808,391.9251,0.2056
Broad: Riparian Forest,BRF,forest,2014,16,126,288.8337,363.9304,0.1947
Broad: Riparian Forest,BRF,forest,2014,17,123,273.1185,335.9358,0.1783
Broad: Riparian Forest,BRF,forest,2014,18,125,286.6652,358.3315,0.1933
Broad: Riparian Forest,BRF,forest,2014,19,124,302.5228,375.1283,0.217
Broad: Riparian Forest,BRF,forest,2014,20,126,244.3977,307.9411,0.1394
Broad: Riparian Forest,BRF,forest,2014,21,126,244.3977,307.9411,0.1394
Broad: Riparian Forest,BRF,forest,2014,22,122,284.5358,347.1336,0.1951
Broad: Riparian Forest,BRF,forest,2014,23,124,275.4312,341.5347,0.1799
Broad: Riparian Forest,BRF,forest,2014,24,120,261.2834,313.54,0.1673
Broad: Riparian Forest,BRF,forest,2014,25,119,216.4292,257.5508,0.1157
Broad: Riparian Forest,BRF,forest,2014,26,121,333.1594,403.1229,0.2697
Broad: Riparian Forest,BRF,forest,2014,27,122,257,313.54,0.1592
Broad: Riparian Forest,BRF,forest,2014,28,115,287.2494,330.3368,0.2109
Broad: Riparian Forest,BRF,forest,2014,29,120,233.2887,279.9465,0.1333
Broad: Riparian Forest,BRF,forest,2014,30,119,254.0691,302.3422,0.1595
Broad: Riparian Forest,BRF,forest,2014,31,119,244.6591,291.1443,0.1479
Broad: Riparian Forest,BRF,forest,2014,32,120,193.6296,232.3556,0.0919
Broad: Riparian Forest,BRF,forest,2014,33,120,247.286,296.7433,0.1498
Broad: Sedge Fen,BCF,fen,2014,1,9,320.3832,28.8345,3.3531
Broad: Sedge Fen,BCF,fen,2014,2,10,313.54,31.354,2.8902
Broad: Sedge Fen,BCF,fen,2014,3,10,305.1417,30.5142,2.7375
Broad: Sedge Fen,BCF,fen,2014,4,11,279.9465,30.7941,2.0946
Broad: Sedge Fen,BCF,fen,2014,5,13,284.2533,36.9529,1.8273
Broad: Sedge Fen,BCF,fen,2014,6,12,279.9465,33.5936,1.9201
Broad: Sedge Fen,BCF,fen,2014,7,13,331.6289,43.1118,2.4872
Broad: Sedge Fen,BCF,fen,2014,8,13,269.1793,34.9933,1.6387
Broad: Sedge Fen,BCF,fen,2014,9,12,382.5935,45.9112,3.5863
Broad: Sedge Fen,BCF,fen,2014,10,12,401.2566,48.1508,3.9447
Broad: Sedge Fen,BCF,fen,2014,11,14,329.9369,46.1912,2.286
Broad: Sedge Fen,BCF,fen,2014,12,10,307.9411,30.7941,2.7879
Broad: Sedge Fen,BCF,fen,2014,13,11,356.2955,39.1925,3.3929
Broad: Sedge Fen,BCF,fen,2014,14,9,385.704,34.7134,4.8597
Broad: Sedge Fen,BCF,fen,2014,15,10,341.5347,34.1535,3.4294
Broad: Sedge Fen,BCF,fen,2014,16,11,335.9358,36.9529,3.0162
Broad: Sedge Fen,BCF,fen,2014,17,9,373.262,33.5936,4.5513
Broad: Sedge Fen,BCF,fen,2014,18,12,354.5989,42.5519,3.0806
Broad: Sedge Fen,BCF,fen,2014,19,12,326.6042,39.1925,2.6134
Broad: Sedge Fen,BCF,fen,2014,20,12,331.27,39.7524,2.6886
Broad: Sedge Fen,BCF,fen,2014,21,12,289.278,34.7134,2.0502
Broad: Sedge Fen,BCF,fen,2014,22,10,386.3261,38.6326,4.3879
Broad: Sedge Fen,BCF,fen,2014,23,10,335.9358,33.5936,3.3179
Broad: Sedge Fen,BCF,fen,2014,24,10,274.3475,27.4348,2.2128
Broad: Sedge Fen,BCF,fen,2014,25,11,361.3854,39.7524,3.4906
Broad: Sedge Fen,BCF,fen,2014,26,9,311.0516,27.9946,3.1606
Broad: Sedge Fen,BCF,fen,2014,27,9,317.2727,28.5545,3.2883
Broad: Sedge Fen,BCF,fen,2014,28,8,297.4431,23.7954,3.2514
Broad: Sedge Fen,BCF,fen,2014,29,10,251.9518,25.1952,1.8663
Broad: Sedge Fen,BCF,fen,2014,30,9,292.3885,26.315,2.7927
Broad: Sedge Fen,BCF,fen,2014,31,10,240.754,24.0754,1.7041
Broad: Sedge Fen,BCF,fen,2014,32,10,330.3368,33.0337,3.2082
Broad: Sedge Fen,BCF,fen,2014,33,14,275.9472,38.6326,1.5991
Broad: Shrub,BSH,shrub,2014,1,82,290.1884,237.9545,0.3019
Broad: Shrub,BSH,shrub,2014,2,84,329.9369,277.147,0.381
Broad: Shrub,BSH,shrub,2014,3,84,233.2887,195.9625,0.1905
Broad: Shrub,BSH,shrub,2014,4,90,255.0623,229.5561,0.2125
Broad: Shrub,BSH,shrub,2014,5,96,294.527,282.7459,0.2657
Broad: Shrub,BSH,shrub,2014,6,96,277.0304,265.9491,0.235
Broad: Shrub,BSH,shrub,2014,7,97,288.6046,279.9465,0.2525
Broad: Shrub,BSH,shrub,2014,8,98,245.6673,240.754,0.1811
Broad: Shrub,BSH,shrub,2014,9,98,405.6367,397.524,0.4936
Broad: Shrub,BSH,shrub,2014,10,98,285.6597,279.9465,0.2448
Broad: Shrub,BSH,shrub,2014,11,102,315.6259,321.9384,0.2871
Broad: Shrub,BSH,shrub,2014,12,96,326.6042,313.54,0.3267
Broad: Shrub,BSH,shrub,2014,13,100,330.3368,330.3368,0.3208
Broad: Shrub,BSH,shrub,2014,14,105,319.9388,335.9358,0.2866
Broad: Shrub,BSH,shrub,2014,15,104,317.6316,330.3368,0.2852
Broad: Shrub,BSH,shrub,2014,16,106,301.0745,319.139,0.2514
Broad: Shrub,BSH,shrub,2014,17,104,301.4808,313.54,0.2569
Broad: Shrub,BSH,shrub,2014,18,107,277.3301,296.7433,0.2113
Broad: Shrub,BSH,shrub,2014,19,102,301.9031,307.9411,0.2627
Broad: Shrub,BSH,shrub,2014,20,107,313.9587,335.9358,0.2708
Broad: Shrub,BSH,shrub,2014,21,102,323.8596,330.3368,0.3023
Broad: Shrub,BSH,shrub,2014,22,103,315.2795,324.7379,0.2837
Broad: Shrub,BSH,shrub,2014,23,102,318.3705,324.7379,0.2922
Broad: Shrub,BSH,shrub,2014,24,98,314.2256,307.9411,0.2962
Broad: Shrub,BSH,shrub,2014,25,98,308.5124,302.3422,0.2855
Broad: Shrub,BSH,shrub,2014,26,98,242.8107,237.9545,0.1769
Broad: Shrub,BSH,shrub,2014,27,93,331.1195,307.9411,0.3466
Broad: Shrub,BSH,shrub,2014,28,93,301.0177,279.9465,0.2864
Broad: Shrub,BSH,shrub,2014,29,99,311.0516,307.9411,0.2873
Broad: Shrub,BSH,shrub,2014,30,89,207.6008,184.7647,0.1424
Broad: Shrub,BSH,shrub,2014,31,97,340.5534,330.3368,0.3515
Broad: Shrub,BSH,shrub,2014,32,106,311.6385,330.3368,0.2694
Broad: Shrub,BSH,shrub,2014,33,105,266.6157,279.9465,0.199
Broad: Spruce Forest,BSF,forest,2014,1,78,139.9732,109.1791,0.0738
Broad: Spruce Forest,BSF,forest,2014,2,71,189.2596,134.3743,0.1483
Broad: Spruce Forest,BSF,forest,2014,3,62,203.187,125.9759,0.1958
Broad: Spruce Forest,BSF,forest,2014,4,60,223.9572,134.3743,0.2458
Broad: Spruce Forest,BSF,forest,2014,5,70,219.9579,153.9706,0.2032
Broad: Spruce Forest,BSF,forest,2014,6,72,194.4073,139.9732,0.1543
Broad: Spruce Forest,BSF,forest,2014,7,70,207.9602,145.5722,0.1816
Broad: Spruce Forest,BSF,forest,2014,8,70,215.9587,151.1711,0.1959
Broad: Spruce Forest,BSF,forest,2014,9,70,199.9618,139.9732,0.1679
Broad: Spruce Forest,BSF,forest,2014,10,80,192.4632,153.9706,0.1361
Broad: Spruce Forest,BSF,forest,2014,11,72,213.848,153.9706,0.1867
Broad: Spruce Forest,BSF,forest,2014,12,72,186.631,134.3743,0.1422
Broad: Spruce Forest,BSF,forest,2014,13,76,228.3774,173.5668,0.2018
Broad: Spruce Forest,BSF,forest,2014,14,73,168.7349,123.1764,0.1147
Broad: Spruce Forest,BSF,forest,2014,15,63,255.9511,161.2492,0.3057
Broad: Spruce Forest,BSF,forest,2014,16,67,225.6285,151.1711,0.2234
Broad: Spruce Forest,BSF,forest,2014,17,70,239.9541,167.9679,0.2418
Broad: Spruce Forest,BSF,forest,2014,18,62,216.7328,134.3743,0.2227
Broad: Spruce Forest,BSF,forest,2014,19,74,208.0683,153.9706,0.172
Broad: Spruce Forest,BSF,forest,2014,20,67,254.8766,170.7673,0.2851
Broad: Spruce Forest,BSF,forest,2014,21,48,233.2887,111.9786,0.3333
Broad: Spruce Forest,BSF,forest,2014,22,78,215.3434,167.9679,0.1748
Broad: Spruce Forest,BSF,forest,2014,23,74,181.5869,134.3743,0.131
Broad: Spruce Forest,BSF,forest,2014,24,60,209.9599,125.9759,0.216
Broad: Spruce Forest,BSF,forest,2014,25,60,265.9491,159.5695,0.3466
Broad: Spruce Forest,BSF,forest,2014,26,80,192.4632,153.9706,0.1361
